assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
18230889,8128,Etheostoma sellare,Extinct,,2013,2012-03-01 00:00:00 UTC,3.1,English,"It is listed as Extinct because the species has not been found since the 1980s, despite numerous efforts.","This species habitat includes fast rocky riffles of creeks (Page and Burr 2011). As of the 1980s, this darter inhabited the first major riffle above tidewater in Deer Creek; it also used (particularly young and juveniles) adjacent pools. The riffle has bottom ranging from rubble to gravel and has an abundance of rooted aquatic plants (Kuehne and Barbour 1983, Page 1983). Spawning occurs probably in gravel riffles.",The damming of the Susquehanna River reduced range. The last known occupied locality is in an area of degraded water quality impacted by agricultural runoff.,"This species probably is extinct. It was most recently confirmed from the last known location (Deer Creek) in 1986; one possibly was found there in 1988 (Lynn Davidson, pers. comm., 1997; see also USFWS, Federal Register, 15 February 1996). It would not be unexpected for the species to ""reappear.""<br/><br/>Probably no individuals remain. Historically the species was represented by small local population sizes of less than 100 individuals, less than 30 in two of the three sites (R. Raesly, pers. comm., 1995). Surveys in the early 1980s found only 1-10 individuals at any locality (Matthews and Moseley 1990).<br/><br/> USFWS (1990) categorized the status as ""declining.""",,"This species was known only from tributaries of the lower Susquehanna River, Harford County, Maryland (Page and Burr 2011). Most recently, this species was restricted to a single riffle in Deer Creek (the only known extant population in the 1980s); occasional strays have occurred in Gasheys Run downstream (where breeding habitat apparently is lacking). There are no recent records from the type locality (Swan Creek, near Havre de Grace, Maryland).",No information available.,Freshwater (=Inland waters),"This species is extinct, so it does not require protection or management, monitoring, or research action.",Nearctic,,false,false,Global
18233501,8891,Gambusia georgei,Extinct,,2013,2012-02-03 00:00:00 UTC,3.1,English,This species is listed as Extinct because no genetically pure individuals have been found since 1983.,"Historical habitat included a large vegetated spring and its effluent (Page and Burr 2011); shallow, quiet, mud-bottomed, shoreline areas without dense vegetation in the thermally constant main channel. Formerly this species was common under the shade of bridges. Primary habitat requirements appear to be clean, clear water of a relatively stable temperature (Matthews and Moseley 1990).","Decline was due to reduced spring flows and pollution, including herbicide spraying along the river; introduced fishes; spread of an ornamental plant (Elephant Ears, <em>Colocasia esculenta</em>); and, as it became rare, hybridization with <em>Gambusia affinis</em> (Miller <em>et al</em>. 1989).","No occurrences are extant.<br/><br/>Population in 1969 was estimated at less than 1,000 individuals; genetically pure individuals have not been collected since 1983 (Johnson and Hubbs 1989); presumed extinct (Miller <em>et al.</em> 1989, USFWS 1990).",,"Its historical range included the San Marcos Spring and upper few kilometres of the San Marcos River, Texas (Hubbs and Peden 1969, Page and Burr 2011).",,Freshwater (=Inland waters),"This species is extinct and does not require protection or management, monitoring, or research action.",Nearctic,1983,false,false,Global
19032197,17874,Pogonichthys ciscoides,Extinct,,2013,2012-08-04 00:00:00 UTC,3.1,English,"This species is listed as Extinct because it has not been documented since 1970, despite adequate surveys.",Adults were pelagic in the lake; littoral when young. Spawning occurred in gravel riffles in streams tributary to Clear Lake.,"This species' population declined precipitously in the 1940s, probably due to reduced water flow caused by irrigation methods, and increase in bluegill population (Moyle 1976); and possibly also due to applications of pesticides (Miller <em>et al</em>. 1989).","No occurrences, subpopulations, or locations for this species remain today.",,"This species' range included Clear Lake and its tributary streams, Lake County, California. Evidently it is now Extinct. It was last collected in 1970.",This species was not utilized.,Freshwater (=Inland waters),This species is extinct.,Nearctic,1970,false,false,Global
19033113,39291,Moxostoma lacerum,Extinct,,2013,2012-08-04 00:00:00 UTC,3.1,English,"This species is listed as Extinct because it has not been detected for more than 100 years, despite adequate surveys.","This species apparently preferred medium to large, warm streams of moderate gradient and with relatively low turbidity and silt levels. It probably occurred in slower runs and pools. Deep pools between shoal areas with clear water over a bedrock or rocky bottom in moderate to large streams (Miller <em>et al</em>. 1989).","Formerly, the species was common but it is now extinct, probably due to increased turbidity and siltation of habitat resulting from agricultural practices (Miller <em>et al</em>. 1989).",No extant populations are known to exist.,,"This species is now Extinct. It was collected between 1859 and 1893; known from five drainages of lower and central Ohio River basin, upper White River drainage of the Ozarks, and Maumee River drainage of Lake Erie basin.",This species was not utilized.,Freshwater (=Inland waters),"This species is extinct and does not require protection or management, monitoring, or research action.",Nearctic,,false,false,Global
21426347,10332,Hydropsyche tobiasi,Extinct,,2014,2013-10-03 00:00:00 UTC,3.1,English,"This species occurred in an intensively studied part of the world and has not been recorded since 1938 despite searches for it in all recorded localities. Voucher specimens were only found in collections originating from the start of the 20th century and the last specimen was found on 4 August 1938. The Rhine and Main rivers were heavily polluted during the 20th century and almost all Trichoptera species became extinct there. Many caddis species have recovered since but <em>Hydropsyche tobiasi</em> was not found despite intensive searching in 1979 near Oppenheim, Wiesbaden-Schierstein, Ingelheim and in 2003-2004 near St. Goarshause und Kaub. The species was never found elsewhere and it was probably an endemic of the middle Rhine and Main rivers. It is therefore considered to be Extinct. The cause of extinction was probably the extensive river pollution in the Rhine and Main rivers in the early 20th century.","<em>Hydropsyches tobiasi </em>was found only along the middle Rhine River and Main River, both of which are large rivers.",The extinction of this species was probably caused by river pollution during the early 20th century.,No data are available as the species is extinct.,,"This species was endemic to Germany and known only from eight sites along the Rhine and Main rivers (Assmannshausen, zwischen Biebrich und Assmannshausen 1906, Siegmundung 1908, Konigswinter 1909, Rudesheim 1913, Neuenahr 1914, Bonn 1914, near Klingenberg am Main 1938). It has not been recorded since 1938.",,Terrestrial|Freshwater (=Inland waters),"No conservation actions were taken specifically for this species but the Rhine River has been intensively managed and pollution controlled. However, this followed the extinction of <em>Hydropsyche tobiasi</em>.",Palearctic,1938,false,false,Global
54357699,3172,Incilius periglenes,Extinct,,2020,2019-09-11 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1989, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.","This species inhabited cloud and elfin forest, and was recorded breeding in temporary pools at the beginning of the rainy season.","Its restricted range, climate change, chytridiomycosis and airborne pollution probably contributed to this species' extinction (Pounds <em>et al.</em> 2006,&#160;Anchukaitis and Evans 2010,&#160;Cheng<em> et al. </em>2011).","Formerly a common species, no specimen has been seen since 1989. It last bred in normal numbers in 1987, and its breeding sites were well known. In 1988, only eight males and two females could be located. In 1989, a single male was found, and that was the last record of the species (Pounds and Crump 1994, Pounds <em>et al.</em> 1997). Extensive searches since this time have failed to produce any more records (as of September 2019).",,"This species was known only from the Reserva Biológica Monteverde in Costa Rica. It occurred at elevations of 1,500-1,620 m asl.",,Terrestrial|Freshwater (=Inland waters),"The entire range of this species was protected by the Reserva Biológica Monteverde, however, it is now thought to be Extinct. Additionally, it is&#160;listed in CITES Appendix I (as <span style=""font-style: italic;"">Bufo periglenes</span>).",Neotropical,1989,false,false,Global
54365740,56413,Craugastor anciano,Extinct,,2019,2019-04-13 00:00:00 UTC,3.1,English,"Listed as Extinct. It was last seen in 1990, and exhaustive surveys at the species' known sites and the only other adjacent site with suitable habitat at suitable elevations have failed to record the species in several decades. The species experienced drastic population declines, probably due to chytridiomycosis and habitat loss, and has apparently not recuperated.","This species lived on the ground along mountain streams in premontane and lower montane moist forest. It presumably bred by direct development, with eggs laid on land, similar to other species in the <em>Craugastor rugulosus</em>&#160;series&#160;(McCranie and Castaneda 2007). It was not though to have tolerated habitat disturbance.","Species of the <em>Craugastor rugulosus</em> group appear to have undergone dramatic declines between mid 1980s to early 1990s across Honduras, including within undisturbed habitat which is a strong indicator of chytrid-related declines (Honduras Red List Assessment Workshop March 2019). Chytridiomycosis is thought to have contributed to the extinction of this species (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019), as well as habitat loss and degradation caused by&#160;agricultural encroachment, wood extraction, forest fires, water pollution, and landslides.&#160;The type locality of this species was already within a disturbed area of human settlement (J. Townsend pers. comm. March 2019). The second locality, Rio Arcaqual, is affected at lower elevations by a small dam that is undergoing increased use pressure by local communities; and if the species was still present, then it is thought that this would be a threat to it (L. Herrera, J. Townsend and H. Vega pers. comm. March 2019).<br/><br/>Highland amphibians are adapted to inhabit a narrow climatic envelope. Changes in climate are expected to reduce the available suitable habitat and required microclimates. Rapid shifts in the climatic conditions required by these species would not allow sufficient opportunity for adaptation, especially in light of the limited possibility for elevational migration. Tropical Montane Cloud Forest (&gt;1,000 m asl) has been demonstrated to be negatively affected by climatic changes to a greater extent than other habitats (Foden&#160;<em>et al</em>. 2013, Wicaksono<em>&#160;et al.</em>&#160;2017, Lyra&#160;<em>et al.&#160;</em>2017, Neate-Clegg&#160;<em>et al.</em>&#160;2018). An increase in high rainfall events is being observed throughout its range, as well as an increase in the frequency of extreme weather events (hurricanes and droughts) in the Caribbean, destroying the riparian habitat required by stream-dwelling and stream-associated amphibian species (Honduras Amphibian Red List Workshop March 2019). Climate change is therefore considered to be both a current and future threat to all amphibian species in this habitat type. Furthermore, amphibians globally are at an increased risk of disease (e.g.<em>&#160;</em>chytridiomycosis) and a decline in fecundity due to such changes (Pounds<em>&#160;et al.</em>&#160;2006, Blaustein&#160;<em>et al.</em>&#160;2010).","It had always been extremely rare, and is now considered to be extinct. Surveys were conducted for this species in 1995 and 1997, and no individuals were found (McCranie and Castaneda 2007). A two-night survey was conducted in 2008 at the type locality and did not record this species, and a 12 day survey (involving nine people for three days, and five people for the remaining six days) was conducted in 2015 that specifically looked for the two endemic amphibians on this mountain within suitable elevation range (including areas not previously surveyed for amphibians), and did not find the species (J. Townsend pers. comm. March 2019). Mapance NGO have conducted monthly biodiversity surveys since 2015, surveying from the visitor centre up the mountain which includes the second site that this species is known from for which there have been no records (H. Vega pers. comm. March 2019).&#160;&#160;<br/><br/>Furthermore, in 2017 and 2018 survey work was conducted&#160;in Volcan Pacayita, which is the only adjacent area with suitable habitat for the species; and no records of the species were found (F.&#160;Castañeda pers. comm. March 2019). The last verified sighting was in 1987 at the type locality, and in 1990 in Rio Arcaqual (Wilson and McCranie 2002). Given that there have been no records since 1990, despite extensive surveys in suitable habitat, it is likely that this species is extinct (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019).",,"This species was only known from two sites in the Montana de Celaque, Departments of Lempira and Ocotepeque, western Honduras, between 1,400-1,840 m asl. It was thought to be endemic to the mountain, and there is a lot of unsuitable habitat between the known locality and the next mountain (J. Townsend pers. comm. March 2019). Its extent of occurrence (EOO) was 97 km<sup>2</sup>.",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),This species occurred in Parque Nacional Celaque.,Neotropical,1990,false,false,Global
56605215,56605187,Diplazium laffanianum,Extinct in the Wild,,2014,2013-02-28 00:00:00 UTC,3.1,English,"The Governor Laffan's Fern is a relatively large fern that used to be found in caves and rocky crevices between Harrington Sound and Paynter's Vale in Bermuda. However, it has not been seen in the wild since 1905. Much of the original habitat has been degraded or destroyed due to human intervention and introduction of invasive species. Extensive surveys over the past 30 years have been unable to find the species. Therefore, the species is currently listed as Extinct in the Wild. The species is being grown in the laboratory and a plan for reintroduction is in place. Possible locations with suitable habitat are being actively monitored and it is hoped that in the future this species will be seen in the wild again.",This is a relatively large fern with large bright green fronds which used to grow in semi-shaded cracks and crevices in the mouths of caves in Bermuda. The most characteristic feature of this fern is that the sori are linear and 4 mm long.,"Bermuda is one of the most densely populated countries in the world and much of its native vegetation has been dramatically changed as a result of anthropogenic influences. The past threats that lead to the decline and extinction in the wild of Governor Laffan's Fern are degradation of habitat by tourism and housing development and the introduction of invasive species. Moreover, ongoing threats that may limit its recovery in the wild after reintroduction are disturbance from invasive plant species and potential impacts (trampling, litter) from nature reserve visitors. Most suitable habitat for reintroduction of Governor Laffan's Fern is privately owned and most caves are affected by quarrying, vandalism, littering, filling and dumping.","There currently are no known populations in the wild, and none have been found despite searches over the last 30 years. Only one adult plant was known to be alive in 2010 at the Government nursery (Bermuda Biodiversity Project 2007). However, to this date there are no known mature specimens of Governor Laffan's Fern remaining in Bermuda. Henry Doorly Zoo in Omaha, Nebraska has 12 mature specimens. Several hundred small plants exist on the island - held at the Department of Conservation Services and the plant laboratory at the Department of Environmental Protection. Furthermore, a large number of <em>in vitro</em> cultures exist at the Omaha Zoo plant laboratory and a number of prothalli were sent to Bermuda in 2012 and are surviving well. Another large shipment of <em>in vitro</em> cultures is expected to arrive in Bermuda in 2014.",,This is a fern endemic to Bermuda. It was found in cave mouths and rock crevices in the Walsingham Tract between Harrington Sound and Paynter's Vale up until 1905 (Britton 1918). This species was likely never very common due to limited habitat within the Walsingham area. Elevation range is unknown.,The species is not known to have been used.,Terrestrial,This species is subject to <em>ex situ</em> conservation. It is being grown in laboratory and a plan for  reintroduction is in place.,Neotropical,1905,false,false,Global
61462199,231,Acipenser dabryanus,Extinct in the Wild,,2022,2019-09-14 00:00:00 UTC,3.1,English,"This species is endemic to China, where its natural range is restricted to the Yangtze River drainage and major tributaries, including the Ming, Tuo, and Jialing rivers. In the late 20th century, the population declined drastically due to overfishing and habitat degradation. The population now appears to be Extinct in the Wild, as there is no evidence for natural reproduction any more, and no mature fish have been caught within the last 10 years.","Yangtze Sturgeon permanently lives in freshwater. It usually inhabits the upper and middle reaches of the river (it may also have entered the upper estuary of the Yangtze River). This species spawns in upper reaches of the Yangtze River, in the spring (March–April) and autumn (October–December). Its key spawning reach was between Maoshui and Hejiang, a stretch of 321.7 km (Yangtze Aquatic Resources Survey Group 1988).","Historically, this species experienced unsustainable levels of fishing. Furthermore, mesh sizes of fishing nets have been reduced, thereby capturing young sturgeon, especially during the periods when many juveniles concentrate to feed. Fishing effort and intensity has also increased in the past; for example, in the Neijiang reach of the Tuo River there were only 500 fishing boats in the1950s, but this increased to approximately 2,000 by 1985. In the Leshan Reach of the Ming River, drift gill nets are crowded together from day to night.<br/> <br/> The primary traditional fishing season in the main stream of the Yangzte River was between March and August, with more than 30% of the catch processed between April and May. This is also the spawning season for <em>Acipenser dabryanus</em>, therefore spawning stocks were particularly vulnerable to capture.<br/> <br/>The construction of the Gezhouba Dam in 1981 and the Three Gorges Dam in 2003 have also caused major adverse effects to the habitat of this species and, prior to the wild population disappearing, these constructions caused the population to be restricted to the upstream river, above the dams. The construction of the Xiangjiaba Dam in 2008 is situated in the middle of this sturgeon's spawning reach and is therefore expected to adversely affect it through habitat fragmentation and associated habitat degradation. More recently, two more dams were constructed upriver, changing the temperature and hydrology of the river.<br/> <br/> Additionally, pollution from human development affects the entire Yangtze basin. Much untreated waste water discharges into the river each year. Water quality is also affected by run-off caused by deforestation of the upper Yangtze Valley (Zhuang <em>et al</em>. 1997). Pollution has been declining regionally in recent years.","There seems to be no natural reproduction of this species any more, and there are no mature individuals of wild origin due to heavy overfishing. Historically, this was an important species in commercial fisheries of the upper reaches of the Yangtze River (Chen 2007). In the late 20th century, population numbers declined drastically due to overfishing and habitat degradation. Catch data between 1982 and 2019 indicate that since 2008, hundreds of individuals are being captured annually, all originating from releases (Wei 2019, pers. comm.). The species is now fully ranched, and no natural reproduction or natural population is documented in the wild. Artificial propagation began in 1976 by the Chongqing Fisheries Institute, China (Wei 2019, pers. comm.). From 2007 to 2018, approximately 200,000 juveniles were released into the upper and middle reaches of the Yangtze River for stock rehabilitation, which has not yet been proven successful. Since 2018, mature individuals have also been stocked. This, and the imminent total ban of fishing, will hopefully improve the chances of this species recovering in the future.",,"This species is endemic to China, where it is restricted to the Yangtze River system. Historically, under the natural, unaltered conditions that existed until the middle of the 20th century, this species inhabited the upper and middle reaches of the Yangtze River and its large tributaries, including the Ming, Tuo, Jialing, Xiang and Han rivers, as well as the large lakes attached to the Yangtze River.<br/> <br/> <em>Acipenser dabryanus</em> had been extirpated from the lower river, possibly since 1995, and it was restricted to the upper main stream of the Yangtze River in the Sichuan Province (Zhuang <em>et al</em>. 1997). Starting in 2007, the conservation release programme was carried out in the upper and middle reaches of the Yangtze River. Currently, this fish can be found in the upper and middle reaches of the Yangtze River, as well as in the confluences with some tributaries. However, the majority of individuals observed in the river originate from large scale releases and reproduction of the species in the wild has not been confirmed for at least two decades (one generation length for this species is 30 years).","<em>Acipenser dabryanus</em> was caught intensively for human consumption until the  year 2000. Since 2000, sturgeons are only taken accidentally as  bycatch and were mostly released, however post-release survival was  low. Since 2021, a full ban of fishing (for all fish species) in the  Yangtze River main stem is in place to protect the endemic fish fauna. <br/><br/>There is a large production of this species in aquaculture for restocking and conservation purposes.",Freshwater (=Inland waters),"Fishing will be banned completely by 2021 in the main stem of the Yangtze River. In 2000, the first national nature reserve was created in the upper Yangzte River. The area of this reserve was extended in 2005 to mitigate the conflict between hydroelectric projects and maintenance of ecosystem functionality. The reserve is now the largest aquatic reserve in China, which has a total length of 1,162.6 km, including 436.5 km of the main river (Zhang <em>et al</em>. 2009).<br/> <br/><em>Acipenser dabryanus</em> has been listed as a First Class Protected Animal of the State since 1988, and has received the same effective protection as the Chinese Sturgeon (<em>Acipenser sinensis</em>). This species was also listed on CITES Appendix II in 1998. There is also a national action plan for the species.<br/> <br/> It is considered that the survival of Yangtze Sturgeon entirely relies on stocking efforts, without which this species would possibly become extinct (Zhang <em>et al</em>. 2009). Artificial <a name=""OLE_LINK40""></a><a name=""OLE_LINK39""></a><a name=""OLE_LINK38"">propagation</a> was first carried out in 1976. The second and third generation propagation were carried out successfully by the Yangtze River Fisheries Research Institute in 2013 and 2018, respectively. From 2007 to 2018, approximately 200,000 juveniles were released into the upper Yangtze River for stock rehabilitation. In 2018, around 40 mature individuals were released into the same waters. To date, there has been no evidence that the species currently is reproducing in the wild, but the fishing ban, ongoing stocking and the national action plan are likely to rebuild a self-sustaining population within the next few decades.",Palearctic,2000,false,false,Global
63869216,59445,Cynops wolterstorffi,Extinct,,2020,2019-06-18 00:00:00 UTC,3.1,English,"Listed as Extinct because many exhaustive surveys in known and/or expected habitat, in appropriate seasons, throughout its historical range have failed to record an individual since 1979.","The species formerly inhabited shallow lake waters and the adjacent irrigation channels, ponds and marshes. Breeding and larval development took place in these aquatic habitats.&#160;Eggs would have been laid on aquatic plants (Fei <em>et al</em>. 2012). Female salamanders were dissected and 442 eggs were found in their abdomen (Fei <em>et al</em>. 2012).","The extinction of this species was related to habitat destruction and degradation resulting from general pollution, land reclamation, domestic duck farming, and the introduction of exotic fish and frog species.","No individuals have been recorded since 1979 and the species is considered to be extinct (IUCN 2004, D.-Q. Rao pers. comm. June 2019).",,"This species was restricted to Kunming Lake and the surrounding areas in Yunnan, China, at about 1,900 m asl (see Fei <em>et al</em>. 2012).",There are no records of this species having being utilized.,Terrestrial|Freshwater (=Inland waters),"Conservation measures are no longer needed, as this species is considered extinct.",Palearctic,1979,false,false,Global
78430533,19475,Rheobatrachus silus,Extinct,,2022,2021-02-03 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded in the wild since 1981 and the last individual in a laboratory died in 1983. This species experienced a very rapid decline in the wild, from being common to extinct in just a few years, most likely due to chytridiomycosis. Extensive searches in the following 25 years failed to locate this species. There are fewer targeted searches for this species now that considerable time has passed since an individual was last seen in the wild.","This species lived in rainforest, wet sclerophyll forest and riverine gallery open forest at 350 m asl and was closely associated with watercourses and adjacent rock pools and soaks (Czechura 1991, Meyer <em>et al.</em> 2001). These streams are mostly perennial, but in extremely dry years they may cease to flow (Ingram 1983). The vegetation along the stream banks is usually closed forest or tall closed forest with emergent eucalypts, although there are some sites in open forest with grassy ground cover (Ingram 1983). In spring and summer individuals were usually found in or at the edge of rock pools, either amongst leaf-litter, under and between stones or in crevices around the edge (Ingram 1983). The species was also found under rock in shallow water in backwaters and also the main flow of permanent watercourses (Ingram 1983, Czechura 1991). <br/><br/>Searches of popular sites in winter only recovered two frogs and it is assumed that the species hibernated in deep crevices in rocks or spaces between rocks underwater during the colder months (Ingram 1983). Adult males tended to prefer deeper pools, whereas females and juveniles may have moved to newly created pools after rain as long as these pools contained stones and/or leaf-litter (Ingram 1983). The prerequisite for the use of pools by this species seemed to be that the pool must be deep enough for the frog to be able to sit with its head out of the water and be able to safely submerge (Ingram 1983). Individuals would only sit fully exposed on the rocks during light rain (Ingram 1983). The species&#160;was never recorded from cleared riparian habitat.<br/><br/>Breeding activity occurred between October and December (Ingram 1983). Males called from rock crevices above pools (Ingram 1983). Females brood young within their stomach and gave birth through the mouth (Tyler and Carter 1982). Fertilized eggs or early stage larvae were presumably swallowed by the female and completed their development in the stomach (Tyler and Carter 1982). The number of eggs in gravid females (approximately 40) exceeded the number of juveniles found to occur in the stomach (21–26) (Tyler 1989). It is not known whether or not the excess eggs were digested by the female or whether or not they were simply not swallowed (Tyler 1989). The production of hydrochloric acid in the stomach of the female ceased during brooding (Tyler <em>et al.</em> 1983). Tadpoles developed in a manner similar to the aquatic tadpoles of other species though, as they fed off egg yolk, the labial teeth were absent and the intestines formed at a later stage of development (Tyler 1989). After 6–7 weeks the females gave birth to up to 25 young (Tyler and Davies 1983a). Young emerged from the female’s mouth as fully formed frogs and after four days the digestive tract returned to normal and the female recommenced feeding (Tyler and Davies 1983b). Ingram (1983) reported minimum brooding periods from two individuals of 36 and 43 days and suggested that the duration was such that females were unlikely to breed twice in one season.","The reason(s) for the disappearance of this species remains unknown (Tyler and Davies 1985). Populations were present in logged catchments between 1972 and 1979. Although the species persisted in the streams during these activities, the effects of timber harvesting on this aquatic species were never investigated. Its habitat is currently threatened by feral pigs, invasion of weeds (especially Mistflower <em>Ageratina riparia</em>), and altered flow and water quality due to upstream disturbances (Hines <em>et al. </em>1999). However, from what is known from similar declines and disappearances elsewhere in the world, the disease chytridiomycosis must be suspected.","When first discovered, this species was extremely abundant and common. The species declined rapidly and disappeared at about the same time as a sympatric species <em>Taudactylus diurnus</em> (Czechura and Ingram 1990). Czechura and Ingram (1990) and Ingram (1990) state that the last frog was seen in the wild in 1979 on the Conondale Range. However, Richards <em>et al.</em> (1993) reported the existence of a specimen taken from the Blackall Range in September 1981. Despite intensive searching, the species has not been located since (Ingram and McDonald 1993, Hines <em>et al.</em> 1999). In the laboratory, the last known individual died in November 1983 (Tyler and Davies 1985b). Ingram (1983) studied a population of the species in the headwaters of Booloumba Creek, Conondale Range, and estimated that approximately 78 were present in 1976. No other estimates of population size are available for the species. This species is believed to be extinct.",,"This Australian endemic species was restricted to elevations between 350 and 800 m asl in the Blackall and Conondale Ranges in southeast Queensland (Hines <em>et al</em>. 1999) with a geographic distribution of less than 1,400 km<sup>2</sup> (map in Hines<em> et al</em>. 1999). It&#160;inhabited streams in the catchments of the Mary, Stanley and Mooloolah River (Ingram 1983). It was thought to have been first found in 1972 (Liem 1973), but Ingram (1991) reported a specimen collected in 1914 from the Blackall Range.",This species was the subject of research in to its unique breeding ecology. There was no trade of this species.,Terrestrial|Freshwater (=Inland waters),"<strong><em>Conservation Actions In-Place</em></strong><br/>The historical range of the species included included&#160;Kondalilla National Park, Conondale National Park, Sunday Creek, State Forest 311, Kenilworth State Forest and private land adjacent to these areas (Hines <em>et al. </em>1999). It is listed in CITES Appendix II.",Australasian,1981,false,false,Global
78447626,21530,Taudactylus diurnus,Extinct,,2022,2021-02-03 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded in the wild since 1979, and extensive searches over the last 40 years have failed to locate this species. This species experienced a very rapid decline, from being relatively common to extinct in only three or four years, most likely due to chytridiomycosis.","The species&#160;was associated with permanent and temporary watercourses in montane rainforests, tall open forest, notophyll vine forest and sclerophyll fern forest (Czechura and Ingram 1990). In addition, animals were also found along watercourses in pure stands of the palm <em>Archontophoenix cunninghamia</em>, in exposed areas, in gorges, in dense non-forest riparian vegetation (<em>Lomandra longifolia</em>, <em>Carex neurochlamys</em>, <em>Elatostema reticulatum</em> and <em>Blechnum nudum</em>) and where the riparian vegetation had been slightly infested with <em>Lantana camara</em> (Czechura and Ingram 1990). Permanent streams with rocky substrates were favoured, but this species also occurred in permanent and ephemeral streams on gravel, clay, sand and soil substrates (Czechura and Ingram 1990). <br/><br/>Active frogs had been observed all year round, although less frequently during winter months (Czechura and Ingram 1990). Breeding occurred in warm weather after or during heavy rain from late October to May, with a January to March peak (Czechura and Ingram 1990, Meyer <em>et al.</em> 2001). Gravid females had been reported between November and May (Straughan and Lee 1966). Amplexus was inguinal and 24–36 eggs (2.2 mm diameter) were deposited in gelatinous clumps under rocks or branches in the water (Liem and Hosmer 1973, Watson and Martin 1973, Czechura and Ingram 1990, Meyer <em>et al. </em>2001). Tadpoles, illustrated by Liem and Hosmer (1973) and Watson and Martin (1973), were found throughout the year.","The reason(s) for the disappearance of this species remains unknown. Like <em>Rheobatrachus silus</em>, logging has occurred in catchments occupied by the species (Hines <em>et al. </em>1999); however, the effect of timber harvesting on the species has not been investigated. The species’ habitat is currently threatened by feral pigs, invasion of weed species (especially Mist Flower) and altered stream flow and water quality due to upstream disturbances (Hines <em>et al.</em> 1999). The species&#160;was not found in areas along watercourses that were heavily infested with <em>Lantana camara</em> or where the weeds <em>Baccharis halimifolia</em> and <em>Ageratina riparia</em> (Mist Flower) occurred (Czechura and Ingram 1990). The frogs were also absent from streams with very muddy water associated with the activities of feral pigs (Czechura and Ingram 1990). From what is known from similar declines and disappearance elsewhere in the world, the disease chytridiomycosis also must be suspected as a cause for the decline.","In the early 1970s this species was considered to be relatively common (McEvoy <em>et al.</em> 1979), but following a very rapid decline it has not been sighted in the wild since 1979 despite continued efforts to relocate the species (Hines <em>et al.</em> 1999). The disappearance of the species occurred over a period of three to four years, disappearing from the D’Aguilar Range in late 1975, then from the Blackall Range in late 1978, and finally from the Conondale Range in early 1979 (Czechura and Ingram 1990). There is no information on population size, structure, genetics or dynamics (Hines<em> et al.</em> 1999). This species is now believed to be extinct.",,"This Australian endemic species occurred in disjunctive subpopulations in three sub-coastal mountain ranges (Blackall, Conondale, and D’Aguilar Ranges) in southeast Queensland from Coonoon Gibber Creek in the north, to Mount Glorious in the south (Czechura and Ingram 1990, Hines <em>et al.</em> 1999). The extent of occurrence (EOO) of the species was about 1,400 km<sup>2</sup> (map in Hines <em>et al. </em>1999). The species&#160;occurred over a relatively narrow altitudinal range of 350-800 m asl with most records falling between 500–800 m asl (Czechura and Ingram 1990).",There was no use or trade of this species.,Terrestrial|Freshwater (=Inland waters),"<strong><em>Conservation Actions In-Place</em></strong><br/>The species was formerly known from Kondalilla, Conondale, Mapleton Falls, Obi Obi Gorge, Maiala, and Manorina National Parks (Tyler 1997).",Australasian,1979,false,false,Global
89815479,157719927,Chitala lopis,Extinct,,2020,2019-08-29 00:00:00 UTC,3.1,English,"This species was known only from river drainages in western and central Java. It has not been recorded from this region in over 160 years, despite extensive surveys since its first collection. Threats in the region have resulted in severe habitat degradation that has led to the extirpation of many large-bodied freshwater fish species, and include pollution from industrial, domestic, and agricultural inputs, extensive and unsustainable fishing practices, severe land conversion for urban and agricultural development (including near complete deforestation). Given a lack of reports over an extended period of time despite extensive sampling, <em>Chitala lopis</em> is assessed as Extinct.","<p>Juveniles of this species most likely inhabit forested streams and swamp forests, while adults were more likely found in lakes and large rivers, as reported for other congeners (Bleeker 1851, Kottelat and Widjanarti 2005).</p>","<p>Logging, deforestation, urban development, extensive and unsustainable fishing, pollution resulting from industrial, domestic, and agricultural point and non-point sources, and agriculture occur extensively in western and central Java (D. Lumbantobing pers. comm. 2019).</p>","<p>This species is considered extinct, as it has not been encountered since the mid 19th century (Kottelat and Widjanarti 2005, Dahruddin <em>et al.</em> 2017).</p>",,"<p>This species was known only from river drainages in Java, from the Pesanggrahan River drainage eastwards to the Kali Garang River drainage (Bleeker 1851, Kottelat and Widjanarti 2005). The historical extent of occurrence (EOO) when this species was extant is estimated at 15,920 km<sup>2</sup>, based on a minimum convex polygon calculated from its known historic distribution (Bleeker 1851).</p>",<p>This species was consumed as a food fish in subsistence fisheries.</p>,Freshwater (=Inland waters),No conservation actions are needed as the species is extinct.,Indomalayan,1851,false,false,Global
