assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
22186735,9003,Geocapromys thoracatus,Extinct,,2018,2018-01-26 00:00:00 UTC,3.1,English,This species is listed as Extinct. It has not been found since the early 1950s.,This species occurred in scrub thicket on coral atoll.,"This hutia was driven to extinction through predation by introduced cats, which were released onto the islands prior to 1960. Local people report a very strong hurricane in 1955 which may have added to the population decline.","This species is now Extinct, although formally it appeared to have been plentiful.",,"This species was endemic to Little Swan Island, Honduras.",,Terrestrial,This rodent is now Extinct.,Neotropical,1950s,false,false,Global
50188573,10168,Hippotragus leucophaeus,Extinct,,2017,2016-11-30 00:00:00 UTC,3.1,English,"The last individual Blue Antelope was shot around 1800, the first  African antelope to be hunted to extinction by European settlers (Klein  1974).","Models based on estimated habitat suitability show that, before the colonists arrived, the range of the Blue Antelope was limited to a single suitable habitat; the Overberg Coastal Renosterveld, which covered <em>ca</em> 4,300 km². Although presently dominated by the unpalatable shrub renosterbos (<em>Elytropappus rhinocerotis</em>), this habitat would have possessed a high grass cover (<em>Themeda triandra, Merxmuellera stricta</em>) (Cowling and Heijnis 2001).","Although habitat loss and hunting played proximate roles in the  extinction of the species, hunting merely tipped the species over the  extinction edge it was already straddling, as long-term climate change  is suspected to have played a more important role by fragmenting and  reducing the resilience of the population (Kerley <em>et al</em>. 2009, Tyler Faith and Thompson 2013).",The last individual Blue Antelope was shot around 1800; it was the first   African antelope to be hunted to extinction by European settlers (Klein   1974).,,"Historically the Blue Antelope was endemic to South Africa, where it was confined to a limited area of the southwestern Cape coast and where it was apparently uncommon. The species was first recorded in 1719 by Kolbe, and was described by Pallas in 1766 (Klein 1974) from material of uncertain provenance (Rookmaaker 1989). Its historical distribution is thus based on few records, of which only two can be considered to be reasonably precise (Kerley <em>et al</em>. 2009): Thunberg on 20 January 1774 and Le Vaillant in March/April 1783. An additional record in 1783 provided by Sparrman (1786) much further east at Krakeel River in the Langkloof may reflect a transported skin, given that this location is hundreds of kilometres east of other records. However, although the recent historical range is thought to be bounded by the locations of the Caledon, Swellendam and Bredasdorp, in the Western Cape (Skead 1980, Rookmaaker 1989), archaeological evidence suggests a previously much wider distribution: early in the Last Glacial (70,000–35,000 years before present (ybp)) it occurred on the grasslands of the Cape lowlands, south of the Cape Folded Belt from present day Grahamstown (farm ‘‘Uniondale’’) in the east to the vicinity of Saldanha Bay in the West. A similar distribution has been inferred for the early (<em>ca</em> 10,000 ybp) Holocene (Klein 1974, Cruz-Uribe <em><em>et al.</em> </em>2003). During the late Pleistocene (18,000–10,000 ybp), analysis of rock paintings reveal that the species occurred as far north as the eastern parts of South Africa’s Free State Province (Loubser <em>et al</em>. 1990, Plug and Engela 1992, Plug and Badenhorst 2001).",,Terrestrial,This species is now Extinct.,Afrotropical,1799-1800,false,false,Global
54357699,3172,Incilius periglenes,Extinct,,2020,2019-09-11 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1989, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.","This species inhabited cloud and elfin forest, and was recorded breeding in temporary pools at the beginning of the rainy season.","Its restricted range, climate change, chytridiomycosis and airborne pollution probably contributed to this species' extinction (Pounds <em>et al.</em> 2006,&#160;Anchukaitis and Evans 2010,&#160;Cheng<em> et al. </em>2011).","Formerly a common species, no specimen has been seen since 1989. It last bred in normal numbers in 1987, and its breeding sites were well known. In 1988, only eight males and two females could be located. In 1989, a single male was found, and that was the last record of the species (Pounds and Crump 1994, Pounds <em>et al.</em> 1997). Extensive searches since this time have failed to produce any more records (as of September 2019).",,"This species was known only from the Reserva Biológica Monteverde in Costa Rica. It occurred at elevations of 1,500-1,620 m asl.",,Terrestrial|Freshwater (=Inland waters),"The entire range of this species was protected by the Reserva Biológica Monteverde, however, it is now thought to be Extinct. Additionally, it is&#160;listed in CITES Appendix I (as <span style=""font-style: italic;"">Bufo periglenes</span>).",Neotropical,1989,false,false,Global
54358350,54549,Atelopus senex,Extinct,,2020,2019-09-09 00:00:00 UTC,3.1,English,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Listed as Critically Endangered in view of the relatively recent (2000–2005) collapse of its entire known population, possibly involving chytridiomycosis, which has been confirmed in the area. Should the species still be extant, it is likely that it survives in low numbers, possibly fewer than 50 mature individuals. &quot;}"" data-sheets-userformat=""{&quot;2&quot;:13245,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">Listed as Extinct because it has not been recorded since&#160;1986, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species. Its disappearance has been attributed, at least in part, to chytridiomycosis-related declines.","It occurs and reproduces in stream margins in premontane rainforest and lower montane rainforest. It is a diurnal, stream-breeding species, and used to be found in great concentrations during the reproductive period from July to August (Savage 2002).","This species appears to have undergone rapid, dramatic declines across Costa Rica, including disappearances within undisturbed habitat, which has been associated with chytridiomycosis as observed in many other montane, steam-associated species across Mesoamerica. Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019). Other past threats to this species might have included collecting for the pet trade and pollution.","It was formerly a common species up until 1985 (F. Bolanos pers. comm. Sept 2019), but underwent serious declines and disappeared from its historical sites between 1987 and 1988 (Savage 2002, Cossel Jr. and Kubicki 2017).&#160;It has now disappeared from its entire range, and there have been no sightings since 1986, despite many searches in appropriate montane habitats since its disappearance.&#160;Annual surveys to multiple sites within Parque Nacional Braulio Carrillo from 2001–2019 were not successful in recording the species (J. Abarca and V. Acosta pers. comm. September 2019). Additional surveys in&#160;Parque Nacional Tapantí and Orosi since the 1990s until 2019 have not observed the species (F. Bolaños, K. Castro, J. Klank, G. Chaves and V. Acosta pers. comm. September 2019).&#160;It is now declared Extinct throughout its entire range (Costa Rica Red List Assessment Workshop September 2019).",,"This species has disappeared from its entire range, but historically it occurred in humid montane forest in central Costa Rica in the Cordilleras Central and Talamanca in Costa Rica from 1,280-2,040 m asl (Savage 2002).","It is Extinct, and therefore, unlikely to be in international trade any longer.",Terrestrial|Freshwater (=Inland waters),"The historical range of this species includes&#160;five protected areas in Costa Rica, including Parque Nacional Tapantí and Parque Nacional Braulio Carrillo.",Neotropical,1986,false,false,Global
54365740,56413,Craugastor anciano,Extinct,,2019,2019-04-13 00:00:00 UTC,3.1,English,"Listed as Extinct. It was last seen in 1990, and exhaustive surveys at the species' known sites and the only other adjacent site with suitable habitat at suitable elevations have failed to record the species in several decades. The species experienced drastic population declines, probably due to chytridiomycosis and habitat loss, and has apparently not recuperated.","This species lived on the ground along mountain streams in premontane and lower montane moist forest. It presumably bred by direct development, with eggs laid on land, similar to other species in the <em>Craugastor rugulosus</em>&#160;series&#160;(McCranie and Castaneda 2007). It was not though to have tolerated habitat disturbance.","Species of the <em>Craugastor rugulosus</em> group appear to have undergone dramatic declines between mid 1980s to early 1990s across Honduras, including within undisturbed habitat which is a strong indicator of chytrid-related declines (Honduras Red List Assessment Workshop March 2019). Chytridiomycosis is thought to have contributed to the extinction of this species (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019), as well as habitat loss and degradation caused by&#160;agricultural encroachment, wood extraction, forest fires, water pollution, and landslides.&#160;The type locality of this species was already within a disturbed area of human settlement (J. Townsend pers. comm. March 2019). The second locality, Rio Arcaqual, is affected at lower elevations by a small dam that is undergoing increased use pressure by local communities; and if the species was still present, then it is thought that this would be a threat to it (L. Herrera, J. Townsend and H. Vega pers. comm. March 2019).<br/><br/>Highland amphibians are adapted to inhabit a narrow climatic envelope. Changes in climate are expected to reduce the available suitable habitat and required microclimates. Rapid shifts in the climatic conditions required by these species would not allow sufficient opportunity for adaptation, especially in light of the limited possibility for elevational migration. Tropical Montane Cloud Forest (&gt;1,000 m asl) has been demonstrated to be negatively affected by climatic changes to a greater extent than other habitats (Foden&#160;<em>et al</em>. 2013, Wicaksono<em>&#160;et al.</em>&#160;2017, Lyra&#160;<em>et al.&#160;</em>2017, Neate-Clegg&#160;<em>et al.</em>&#160;2018). An increase in high rainfall events is being observed throughout its range, as well as an increase in the frequency of extreme weather events (hurricanes and droughts) in the Caribbean, destroying the riparian habitat required by stream-dwelling and stream-associated amphibian species (Honduras Amphibian Red List Workshop March 2019). Climate change is therefore considered to be both a current and future threat to all amphibian species in this habitat type. Furthermore, amphibians globally are at an increased risk of disease (e.g.<em>&#160;</em>chytridiomycosis) and a decline in fecundity due to such changes (Pounds<em>&#160;et al.</em>&#160;2006, Blaustein&#160;<em>et al.</em>&#160;2010).","It had always been extremely rare, and is now considered to be extinct. Surveys were conducted for this species in 1995 and 1997, and no individuals were found (McCranie and Castaneda 2007). A two-night survey was conducted in 2008 at the type locality and did not record this species, and a 12 day survey (involving nine people for three days, and five people for the remaining six days) was conducted in 2015 that specifically looked for the two endemic amphibians on this mountain within suitable elevation range (including areas not previously surveyed for amphibians), and did not find the species (J. Townsend pers. comm. March 2019). Mapance NGO have conducted monthly biodiversity surveys since 2015, surveying from the visitor centre up the mountain which includes the second site that this species is known from for which there have been no records (H. Vega pers. comm. March 2019).&#160;&#160;<br/><br/>Furthermore, in 2017 and 2018 survey work was conducted&#160;in Volcan Pacayita, which is the only adjacent area with suitable habitat for the species; and no records of the species were found (F.&#160;Castañeda pers. comm. March 2019). The last verified sighting was in 1987 at the type locality, and in 1990 in Rio Arcaqual (Wilson and McCranie 2002). Given that there have been no records since 1990, despite extensive surveys in suitable habitat, it is likely that this species is extinct (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019).",,"This species was only known from two sites in the Montana de Celaque, Departments of Lempira and Ocotepeque, western Honduras, between 1,400-1,840 m asl. It was thought to be endemic to the mountain, and there is a lot of unsuitable habitat between the known locality and the next mountain (J. Townsend pers. comm. March 2019). Its extent of occurrence (EOO) was 97 km<sup>2</sup>.",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),This species occurred in Parque Nacional Celaque.,Neotropical,1990,false,false,Global
54369525,56810,Craugastor omoaensis,Extinct,,2019,2019-03-12 00:00:00 UTC,3.1,English,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Listed as Extinct because it has not been recorded since XXXX, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13245,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">Listed as Extinct because it has not been recorded since&#160;1974, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species in several decades.&#160;The species experienced drastic population declines, probably due to habitat loss or a combination of habitat loss and chytridiomycosis, and has apparently not recuperated.",The species stream-associated species occurred in the&#160;Premontane Wet Forest formation. It reproduced by direct development along streams.,"Habitat loss due to urbanisation and coffee farming is taking place in the region where this species was previously extant, which may have played a role in the the dramatic population decline. Some other species of <em>Craugastor</em> that are associated with streams have undergone dramatic declines and disappearances at higher elevations, possibly due to chytridiomycosis, which probably contributed to the extinction of this species (Honduras Red List Assessment Workshop March 2019).","It is known from 24 specimens. Formerly, it was moderately common, but has experienced a precipitous decline. It was last observed in 1974 by J. Lynch. A visit to the area of the type locality in 27 July 1996 failed to turn up individuals of this or any other amphibian and the area&#160;at that time was considerably more deforested than it was during 1974 (McCranie and Wilson 2002).&#160;Apparently the small stream where Lynch collected the type series had presumably long since dried up as a result of the continued deforestation of the steep montane slopes in the vicinity of the type locality&#160;(McCranie and Wilson 2002). There have been many efforts to locate this species since its apparent disappearance. For example, surveys between 2016-2018 have been conducted at the vicinity of the type locality at least 10 times and did not recorded the species, but recorded other species of <em>Craugastor</em> (L. Herrera pers. comm. March 2019).<br/><br/>In addition to the habitat devastation having taken place in the vicinity of its type locality,&#160;the chytrid fungus <em>Batrachochytrium dendrobatidis </em>was reported in some frogs at a higher elevation site (1,690 m asl) from the Sierra de Omoa in northwestern Honduras by Kolby <em>et al.</em> (2010). Given that there have been no records since 1974, despite extensive surveys in suitable habitat, it is likely that this species is extinct (Honduras Red List Assessment Workshop March 2019).",,"This species was formerly known from moderate elevations in the Sierra de Omoa, near San Pedro Sula, on the slope of the Atlantic in Cortés, Honduras, between 760-1,150 m asl (McCranie and Castañeda 2007).",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),It was not known to occur in any protected areas.,Neotropical,1974,false,false,Global
79862750,34039,Delissea niihauensis,Extinct,,2016,2016-05-03 00:00:00 UTC,3.1,English,"<em>Delissea niihauensis</em>&#160;is assessed as Extinct. It has not been observed since 1870, making it extremely unlikely that it will be rediscovered. The extinction of this species was most probably due to the impacts of invasive non-native plant and animal species (see Threats).",<p>The taxon is a shrub found until at least 1870 in Hawaiian dry to mesic forest on the island of Ni'ihau. &#160;The elevation limits are not known but it is would have been under 300 m asl.</p>,"<p>The major threats to this taxon included direct competition by invasive non-native plant species, and predation and habitat degradation by non-native animals, particularly pigs and goats, which degraded the habitat and harm the plants through predation, trampling, and rooting for food. Alien plants also&#160;threatened the species by altering its habitat and competing with it for moisture, nutrients, light, and space. Rats posed a threat to the species through predation of its plant parts and fruits; and&#160;introduced slugs and snails threaten the species by feeding on its leaves, stems, and seedlings. Fortini <em>et al</em>. (2013) characterized this taxon as extremely vulnerable to climate change (vulnerability index [0.87]).&#160;</p>",<em>Delissea niihauensis&#160;</em>has not been observed or collected since 1870.,,This species was known only from a population occurring on the island of Ni'ihau and is now considered to be Extinct. The genus is endemic to the Hawaiian Islands.,,Terrestrial,This taxon has not been observed since 1870.,Oceanian,1870,false,false,Global
82337485,82337482,Dusicyon avus,Extinct,,2015,2015-08-13 00:00:00 UTC,3.1,English,"<em>Dusicyon avus </em>was found in the southern parts of South America. Radiocarbon evidence indicates a very recent disappearance (about 324–496 years cal BP), concurrent with European colonisation of this region. This species is the sister taxon of the also extinct, but insular, Falklands Wolf <em>Dusicyon australis</em>.","The species occupied relatively open habitats, such as grass steppe and shrub steppes, in the Pampean and Patagonian regions.","The demise of the species has been linked to habitat changes, hybridization with dogs and persecution. The abundant fossils of <em>Dusicyon avus</em> show a clear archaeological and temporal overlap with modern humans. A specimen was discovered in a grave from the late second millennium BC, suggesting that the animal might have been kept as a pet (Prates 2014); the teeth of <em>Dusicyon avus</em> were used in a religions context in some aboriginal sites of Buenos Aires province. According to new radiocarbon evidence, the species would have become extinct about 326-496 years BP (Prevosti <em>et al</em>. 2015), supporting the hypothesis that its disappearance might have happened after the arrival of Europeans. Anecdotal evidence exists from the diaries of 19th century naturalists and explorers of a large canid in Patagonia attributable to <em>Dusicyon avus</em>. Prevosti <em>et al</em>. (2015) found no evidence for hybridization, and proposed that the drivers of the recent extinction of the species were anthropogenic impacts, including hunting and domestic dogs, coupled with climatic change. The indigenous Ona of Tierra del Fuego recognized two species of fox, one of a large size.",The species had a widespread distribution and would have conceivably been relatively common.,,"<em>Dusicyon avus</em> lived in the Pampean and Patagonian regions of Argentina, southern Chile, Uruguay and southern Brazil. The species has a rich fossil record, based on several Late Pleistocene localities, and a few Holocene records (in the southern parts of its range).","A specimen was discovered in a grave from the late second millennium BC, suggesting that the animal might have been kept as a pet (Prates 2014); the teeth of&#160;<em>Dusicyon avus</em>&#160;were used in a religions context in some aboriginal sites of Buenos Aires province.",Terrestrial,This species is now extinct.,Neotropical,1464–1636,false,false,Global
83790763,44094,Cyanea dolichopoda,Extinct,,2016,2016-06-20 00:00:00 UTC,3.1,English,"<em>Cyanea dolichopoda</em>&#160;is assessed as Extinct. It was endemic to the island of Kauaʻi&#160; in the Hawaiian Islands. The type specimen (and the only specimen ever collected) was collected in 1990. It grew near the centre of the island at the headwaters of the Wailua River. At that time, one large plant was seen, along with three juveniles.",This taxon was a shrub found in&#160;<em>Metrosideros polymorpha</em> lowland wet shrubland on a cliff face at approximately 700 m elevation within the wet cliff ecosystem (Lammers and Lorence1993).,"<em>Cyanea dolichopoda</em> is no longer subject to threats as it is extinct, but it is thought that its extinction was the result of landslides (after a hurricane) and climate change.",This taxon is extinct. It was last seen in 1992 (Lammers and Lorence 1993).,,"<p><em>Cyanea dolichopoda</em> was endemic to the Hawaiian Islands. It occurred on Kauaʻi&#160; in Blue Hole, above the north fork of the Wailua River.</p>  <sup><strong><sub></sub></strong></sup>",,Terrestrial,This species has not been observed by Kauaʻi&#160; botanists since 1992 (Lammers and Lorence 1993). It is listed as Endangered by the U.S. Fish and Wildlife Service.,Oceanian,1992,false,false,Global
93061054,22685156,Psephotellus pulcherrimus,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species was formerly found in eastern Australia, but it is now Extinct owing mainly to drought and overgrazing. It has not been recorded since 1928.","It was a specialist of open savanna woodland and shrubby grassland, feeding on native grass seeds and nesting in termite mounds (Olsen 2007).  <p></p>","Its extinction was probably sealed by a reduction of its food supply due to drought and overgrazing (Olsen 2007). Altered fire frequencies and the spread of prickly pears<strong> </strong>(Joseph 1988), disease, trapping and egg-collecting<strong> </strong>(Garnett 1992), predation of nests by introduced and native species<strong> </strong>(Chisholm 1922) and clearance of eucalypts by ringbarking<strong> </strong>(Kiernan 1993) also contributed. Following major reduction in the species's population size, it appears that inbreeding inhibited the birds' fertility (Jerrard 2008).<br/><p></p>",None remain.,,"<em>Psephotellus pulcherrimus </em> was found in eastern <strong>Australia</strong>, only reported with certainty from southeastern Queensland. Claims from the north of the state are likely to have been mistaken. The species is also often said to have been found in New South Wales, but there have been no confirmed records (Olsen 2007). It was locally common although generally scarce in the 19th century<strong> </strong>(Forshaw and Cooper 1989), but then declined rapidly and was thought to have become extinct as a result of the drought of 1902 until it was rediscovered in 1918<strong> </strong>(Chisholm 1922). The last confirmed observation was in 1928<strong></strong>. Some credible reports continued into the 1930s and '40s (Olsen 2007), but although Kiernan (1993) claims to have seen five birds in 1990<strong></strong>, the species is now considered Extinct<strong> </strong>(Collar <em>et al</em>. 1994).   <p></p>",,Terrestrial,<strong>Conservation Actions Underway</strong><br/>Still listed in Appendix I of CITES. <p></p><strong></strong>,Oceanian,1927,false,false,Global
93354203,22692447,Hypotaenidia wakensis,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species was known from Wake Island in the United States Minor Outlying Islands, but went Extinct in the mid-1940s, being last recorded in 1945 and never seen by an observer who took up residence in 1946. It is thought to have been hunted to extinction by Japanese soldiers that were stranded on the island.","The species inhabited scrub throughout the island. It fed by digging up leaves and soil with its head, being observed to take seeds, insects, small lizards and hermit crabs (Wetmore 1970, Olson 1996). Accounts suggest it bred between July and August, with the nest constructed as a saucer-like depression in the ground (Spencer 1959, Olson and Rauzon 2011). It had an unusual communal breeding system, with young attended and defended by groups of adults until well after hatching, presumably as an adaptation against potential nest predation by rats and crabs (Olson and Rauzon 2011).<br/><p></p>","It was presumably eaten to extinction by the starving Japanese garrison between 1942 and 1945<strong> </strong>(Greenway 1967). Occasional inundations of the island during storms are also thought to have caused considerable mortality. The species is likely to have coexisted with rats since prehistoric times, and despite some suggestions it is not thought that rat predation was a factor in its extinction (Olson and Rauzon 2011).<br/><p></p>",No extant population remains.,,"<em>Hypotaenidia&#160;</em><em>wakensis </em>was endemic to Wake Island in the central Pacific Ocean,<strong> United States Minor Outlying Islands (to U.S.A.)</strong>. Although it was not uncommon before the Second World War, it was extinct by 1946<strong> </strong>(Greenway 1967). <p></p>",,Terrestrial,,Nearctic|Oceanian,1945,false,false,Global
93363618,22692672,Zapornia palmeri,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species was found in the Northwestern Hawaiian Islands, USA, but is now Extinct. The last population on Eastern Island was exterminated by introduced rats in 1944.",It inhabited grass tussocks and thickets.  <p></p>,"It became extinct on Laysan Island as a result of habitat destruction by rabbits and guinea pigs introduced by guano diggers<strong> </strong>(Taylor and van Perlo 1998). The Pearl and Hermes Reef colony was destroyed by storms; and rats, brought in by wartime activities, exterminated both the Sand Island colony and the Eastern Island colony<strong> </strong>(Baldwin 1945). <p></p>",No extant population remains.,,"<em>Zapornia&#160;</em><em>palmeri </em>was found on<em> </em>Laysan Island, Hawai'i, <strong>USA</strong> <strong></strong>(Baldwin 1947), from where it became extinct between 1923 and 1936<strong> </strong>(Taylor and van Perlo 1998)<span style=""font-style: italic;""></span>. A similar bird was also seen by Kittlitz on nearby Lisianski Island<strong> </strong>(Baldwin 1947). Birds were introduced to Pearl and Hermes Reef and to Eastern Island in the Midway Atoll in 1891 and 1913, and from there to Sand Island in 1910, with failed re-introductions also reportedly attempted to Lisianski, Laysan and to the main Hawaiian group<strong> </strong>(Taylor and van Perlo 1998). However, it became extinct on Pearl and Hermes Reef in 1930, on Sand Island in 1943 and Eastern Island in 1944<strong> </strong>(Baldwin 1945). <p></p>",,Terrestrial,,Oceanian,1944,false,false,Global
93963628,22704323,Moho braccatus,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species is known from the Hawaiian island of Kaua'i, USA, but it is now Extinct having been last recorded in 1987. Habitat destruction and invasive species were the major causes.",It was common in forests from sea level to the highest elevations.  <p></p>,"Habitat destruction and the introduction of black rat <em>Rattus rattus</em>, pigs and disease-carrying mosquitoes to the lowlands were the probable causes of this species's extinction<strong> </strong>(Collar <em>et al</em>. 1994). <p></p>",None remain.,,"<em>Moho braccatus</em> was endemic to Kaua'i, Hawaii, <strong>USA</strong>. It was common in the 1890s, but declined drastically during the early 20th century<strong> </strong>(Pratt <em>et al</em>. 1987). By the 1970s, it was confined to the Alaka'i Wilderness Preserve<strong> </strong>(Pratt 1994). In 1981, a single pair remained, the female of which was not found after Hurricane Iwa in 1982, the male being last seen in 1985<strong></strong>. The last report, of vocalisations only, was in 1987, and the species has not been recorded during subsequent surveys of Alaka'i<strong> </strong>(Conant <em>et al</em>. 1998).  <p></p>",,Terrestrial,,Oceanian,1987,false,false,Global
94165256,22708559,Myadestes myadestinus,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species formerly occurred on the Hawaiian island of Kaua'i, USA, but the multitude of threats in the region have driven it Extinct. The last definite record dates from 1985 and targeted searches in 1995 and 1997 yielded no confirmed reports.","Originally inhabited forest at all elevations, but since 1920s restricted to dense montane forest.  <p></p>","Disease carried by introduced mosquitoes and the destruction and degradation of forests are likely to have been the chief causes of extinction<strong> </strong>(USFWS 1983). The advance of feral pigs into pristine upland forests degraded habitat and facilitated the spread of mosquitoes<strong> </strong>(Pratt 1994). Competition with introduced birds may have exacerbated the problems faced by this species<strong> </strong>(Wakelee and Fancy 1999), and introduced predators are likely to have also played a part (Woodworth <span style=""font-style: italic;"">et al. </span>2009). Deprived of lowland forest the species was also exposed to the effects of hurricane damage in upland forest, which severely disrupted portions of native forest and allowed the germination and expansion of noxious weeds (Pratt 1994, Conant <em>et al. </em>1998). Also potentially detrimental to the remaining suitable habitat are introductions of new alien invertebrates, such as the two-spotted leafhopper (<em>Sophonia rufofascia</em>), which may threaten many food plants of <em>M. myadestinus</em><strong> </strong>(USFWS 2003).     <p></p>",None remain.,,"<em>Myadestes myadestinus</em> was endemic to Kaua'i in the Hawaiian Islands (<strong>USA</strong>). It was the most common of the forest birds in 1891 but, by 1928, had disappeared from the lower altitudes and became restricted to dense montane forest in the Alaka'i Wilderness Preserve<strong> </strong>(Scott <em>et al.</em> 1986). During 1968-1973, its population was estimated at 337 individuals (USFWS 1983) while, in 1981, an estimated 24 (±20) individuals were present<strong> </strong>(Scott <em>et al.</em> 1986). The last reliable sighting was in 1985, with unconfirmed reports until 1991 (Gorresen <span style=""font-style: italic;"">et al.</span> 2009). The lack of confirmed detections despite numerous intensive surveys in areas formerly occupied, particularly in 1995 and 1997<strong><sup> </sup></strong>(Reynolds and Snetsinger 2001, Foster <span style=""font-style: italic;"">et al.</span> 2004)<strong></strong>, make it now appropriate to classify this species as Extinct<strong> </strong>(S. Fretz, R. Camp, E. VanderWerf and M. Gorresen <em>in litt.</em> 2003). However, it is worth noting that <em>M. palmeri</em> went many years without being seen, but then began to reappear in small numbers<strong> </strong>(USFWS 2003). <p></p>",,Terrestrial,,Oceanian,1989,false,false,Global
94263439,22710840,Fregilupus varius,Extinct,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species was known from the island of Réunion, but it became Extinct in the 1850s. Introduced disease and various forms of human disturbance are likely to have contributed to its decline.","Nothing is known, although it is likely to have been a forest species.  <p></p>","Reasons for its extinction are unclear but may possibly be due to an introduced disease, combined with changing population pressure due to the emancipation of slaves in 1848, forest fires, drought and deforestation<strong> </strong>(Cheke 1987). It has been described as tame and easy to knock down with sticks, so hunting may have also played a part.  <p></p>",No extant population remains.,,"<em>Fregilupus varius </em>was endemic to <strong>Réunion (to France)</strong>. It was described by most visitors to the island from 1669 onwards, and was apparently common as late as the 1830s<strong> </strong>(Cheke 1987). However, the last specimen was shot in 1837, and the species became extinct between 1850 and 1860. Nineteen specimens survive<strong> </strong><strong> </strong>(Berger 1957). <p></p>",,Terrestrial,,Afrotropical,1860,false,false,Global
