assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
11124753,5371,Coregonus nigripinnis,Extinct,,1996,1996-08-01 00:00:00 UTC,2.3,English,"Formerly occurred in the Great Lakes, where it is now extinct; last known specimens were taken from Lake Huron in 1923 and from Lake Michigan in 1969. The decline and extinction of this species was due to overfishing, sea lamprey predation, and introgressive hybridization.",Occurred in the upper zones of deepwater areas of lakes.,"Decline and extinction due to overfishing, sea lamprey predation, and introgressive hybridization.",,,"Formerly occurred in the Great Lakes (lakes Huron, Michigan, Ontario, and Superior); now apparently extinct in the Great Lakes; last known specimens from Lake Huron in 1923 and Lake Michigan in 1969. Populations of what may be this species are extant in Lake Nipigon and possibly in other localities in central Canada, but some authors argue that this is <em>Coregonus artedi</em>.",,Freshwater (=Inland waters),,Nearctic,1969,false,false,Global
12460739,61394,Telestes ukliva,Extinct,,2006,2006-01-31 00:00:00 UTC,3.1,English,<em>Telestes ukliva</em> was last recorded in 1988. Surveys have taken place since and no specimens have been found. There are no areas close by that could harbour this species (M. Mrakovcic pers comm.).,It lived in a river system in the karst region.,Introduction of exotic fish species.,The last specimen was recorded in 1988. This area has been surveyed since and the species has not been found again (M. Mrakovcic pers. comm.).,,"It was restricted to the Cetina River basin in Dalmatia, Croatia.",,Freshwater (=Inland waters),Listed on Appendix III of the Bern Convention.,Palearctic,1988,false,false,Global & Europe
13483086,2864,Bolyeria multocarinata,Extinct,,2021,2020-01-29 00:00:00 UTC,3.1,English,"This species has not been recorded since 1975 despite active conservation efforts on Round Island. Soil erosion and extensive loss of habitat as a result of introduced herbivores have been blamed for the extinction of this snake. Introduced mammalian predators, principally rats, have been identified as the leading cause of historical declines elsewhere in Mauritius and are likely to have resulted in the loss of this species from the main island, likely in the mid-19th century.","Not much is known about this snake's ecology, but its morphology with a blunt snout and no neck suggests it was a sub-fossorial species (Vinson 1953, 1975). A snake suspected of being a burrowing boa was reported to quickly burrow into holes in the ground (Vinson 1953). Bullock (1977) reported that the individual caught in 1975 burrowed through loose soil and plant material with ease.&#160; It is thought that the boa would have lived primarily in the understorey of hardwood and palm-rich forests (Vinson 1953, Bullock 1977). Its specialized jaw morphology is similar to that of the keel-scaled boa (Frazzetta 1970, Cundall and Irish 1986, 1989) and suggests that it predated terrestrial lizards and ground nesting/burrowing seabird chicks, but maybe also lizard and bird eggs. Dissection of a female specimen at the Zoological Museum, Hamburg showed it to contain five eggs (Hallermann and Glaw 2006).<br/><br/>An individual collected in 1935 measured 85 cm in length; individuals caught in 1953 and 1967 both measured 95 cm in length (Vinson 1975) and the last individual caught in 1975 was 88 cm in length (Bullock 1977). The five museum specimens measure between 54 and 140 cm (Bauer and Günther 2004). Other specimens have been reported to be up to 180 cm in length (Vinson 1949). The dorsal colouration was light brown with small blackish spots, becoming larger and joining towards the posterior of the body, with vertical streaks on the side of the tail and the ventral colour of the snake was pinkish and marbled and tinged with black (Vinson 1975).","Historically, the bolyerid snakes underwent a rapid decline, because of human visitation and occupation of Mauritius from the 1500s that led to widespread habitat destruction and the introduction of non-native species. Introduced mammalian predators, particularly rats (Arnold 2000, Cheke and Hume 2008) and possibly cats (<em>Felis catus</em>) are thought to have been the main cause of initial declines and loss. Snakes that were encountered on the islands were also shot by early visitors (Cheke 1987, Cheke and Hume 2008). Once restricted to Round Island, introduced goats and rabbits denuded the island of much its vegetation and caused extensive loss of soil, thus removing the burrowing boas’ habitat and their likely reptile prey resources. It is also likely that habitat loss would have led to increased predation of juvenile burrowing boas by the endemic Telfair’s Skink <em>Leiolopisma telfairii</em>.","By 1881, the bolyerid snakes were restricted to Round Island, with rats having invaded Gunner’s Quoin (<em>Rattus norvegicus</em>) and Flat Island (<em>R. rattus</em>) (Cheke and Hume 2008). By the 1900s, the burrowing boa was extremely rare on Round Island with single encounters in 1935, 1953 and 1967, despite repeated searches between the latter two dates (Vinson 1975). The fourth and last individual was detected in August 1975 (Bullock 1977). The removal of goats (<em>Capra aegagrus hircus</em>) in 1979 and rabbits (<em>Oryctolagus cuniculus</em>) in 1986 (Merton 1987), followed by the recovery and restoration of the island’s habitat occurred too late for the burrowing boa: despite extensive searches and a full time presence of conservation staff on Round Island since 2002, the snake has not been detected (Cole<em> et al.</em> 2018) and is considered to be extinct.",,"The Round Island Burrowing Boa was a Mauritian endemic known from Round Island (2.19 km<sup>2</sup>).&#160;The burrowing boa was thought to have occurred on mainland Mauritius, but it is uncertain whether sub-fossil vertebrae belong to this burrowing boa or the extant Keel-scaled Boa <em>Casarea dussumieri </em>(Arnold 1980). If the former, the species is likely to have become locally extinct on this island in the mid-1800s due to the invasion of introduced mammalian predators, particularly rats (<em>Rattus norvegicus</em> and<em> R. rattus</em>). Snakes of the size of the Round Island Burrowing Boa and Keel-scaled Boa were recorded on the offshore islets Gunner’s Quoin (0.70 km2) and Flat Island (2.53 km<sup>2</sup>) in the north until at least 1839 and Ile de la Passe (0.02 km2) in the southeast in the 1760s (Cheke 1987, Cheke and Hume 2008). Whilst the Keel-scaled Boa was certainly present on these islands, we can only presume that the Round Island Burrowing Boa also existed on at least Flat Island and Gunner’s Quoin.","There is no known use of or trade in this species, which is presumed to be extinct.",Terrestrial,"No conservation measures are possible for this species, which is extinct, although Round Island is a strict nature reserve where restoration of natural habitat is ongoing. The species is included under CITES Appendix I.",Afrotropical,August 1975,false,false,Global
15280799,201488,Spirobolellus praslinus,Extinct,,2014,2012-11-01 00:00:00 UTC,3.1,English,This species is assessed as Extinct as it has only been collected in 1902 despite subsequent searches.,This species probably occupied woodland habitats but there are no precise details regarding habitats and ecology.,This species was likely threatened by invasive plant species causing habitat deterioration.,This species is assumed to be extinct as it was last recorded in 1902 despite subsequent searches.,,This species was endemic to the Seychelles island of Praslin where it was collected in 1902 with no precise locality.,,Terrestrial,No conservation actions were taken.,Afrotropical,1902,false,false,Global
15361621,5438,Cottus echinatus,Extinct,,2013,2011-11-09 00:00:00 UTC,3.1,English,It is listed as Extinct because the species has not been observed since the 1920s despite adequate surveys to find it.,Its habitat included rocky nearshore areas of Utah Lake (Page and Burr 2011).,"Decreased water quality associated with agriculture, introduced fishes, and drought-associated low lake levels in 1930s may have led to extinction (Lee <em>et al.</em> 1980, Miller <em>et al.</em> 1989).",None remaining.,,"This species is extinct; historically, it was found only in Utah Lake, Utah (Page and Burr 2011).",This species was not utilized.,Freshwater (=Inland waters),"This species is extinct. No protection or major management, monitoring, or research actions are needed..",Nearctic,,false,false,Global
15362268,202375,Cyprinodon arcuatus,Extinct,,2013,2011-11-18 00:00:00 UTC,3.1,English,"It is listed as Extinct because the species has not been detected for several decades, despite ample survey efforts.",Its habitat included springs and their effluents (Page and Burr 2011). This species was known from the margins of an artificial pond fed by an irrigation canal from Monkey Spring. Under natural conditions this species probably lived in marshes formed upstream from an extensive travertine terrace (Minckley 1973).,"This species was a victim of water depletion caused by increasing aridity, channel incision (arroyo cutting), groundwater pumping for irrigation, and flow diversion for domestic use (Minckley <em>et al.</em> 2002). Monkey Spring (the occupied habitat) was altered into a pond and canal about a century ago. Extirpation occurred in the late 1960s during the repair and modification of an irrigation system fed by Monkey Spring, combined with predation resulting from unauthorized introduction of largemouth bass (Minckley and Marsh 2009).",It is probably extinct. Minckley <em>et al.</em>  (2002) speculated that there is a possibility that an unknown captive stock exists somewhere in the tank(s) of a fish hobbyist.<br/><br/>See Minckley <em>et al.</em> (1991) for an extensive account of the history of this species and of Monkey Spring.,,"Its historical range included the upper Santa Cruz River basin (Gila River drainage), Arizona and probably Sonora (Minckley <em>et al.</em> 2002, Minckley and Marsh 2009). Attempts to maintain captive stock failed in 1971 (Miller <em>et al.</em> 1989).",This species was not utilized.,Freshwater (=Inland waters),"This species is extinct and cannot benefit from any protection or major management, monitoring, or research action.",Nearctic,,false,false,Global
15364173,7705,Empetrichthys merriami,Extinct,,2013,2011-11-29 00:00:00 UTC,3.1,English,"This species is listed as Extinct because no individuals have been found in more than 50 years, despite intensive surveys.",This fish inhabited deeper holes in springs (La Rivers 1962).,"This species went extinct in the late 1940s or early 1950s as a result of severe habitat alterations, possibly exacerbated by predation from exotic bullfrogs and crayfish (Miller <em>et al.</em> 1989).",This species is extinct. Formerly it occurred in 5 springs in Nevada (Lee <em>et al.</em> 1980).,,"Its range included Ash Meadows, Amargosa Desert, Nye County, Nevada, near the Nevada/California border. This species was known only from five separated springs (Lee <em>et al.</em> 1980).",This species was not utilized.,Freshwater (=Inland waters),"<p>This species is extinct, so it does not require additional protection or major management, monitoring, or research action.</p>",Nearctic,,false,false,Global
17023353,17023321,Gongylomorphus borbonicus,Extinct,,2021,2020-03-16 00:00:00 UTC,3.1,English,Listed as Extinct on the basis that this species has not been recorded for more than 180 years despite ongoing herpetological research throughout Réunion and its outlying islands.,"Surviving members of this genus are terrestrial and subfossorial. Its closest sister species, <em>Gongylomorphus bojerii</em> from Mauritius, is diurnal and inhabits most habitats on the island (Cole <em>et al</em>. 2009), including lowland forest, grassland, sparsely vegetated areas with creepers as ground cover, and bare rock with crevices and rock piles (M. Sanchez pers. comm. 2020). The Réunion species was probably found in dry forest in the west of the island and in coastal vegetation (Probst 1998). It was probably primarily insectivorous in common with its extant relatives (Probst 1998)","This species is extinct, and the most likely cause of its extinction is the introduction of the Southeast Asian Wolf Snake (<em>Lycodon capucinus</em>), a specialist feeder on lizards, to Réunion in the mid-19th century (Austin&#160;<em>et al.</em> 2009). The documented timing of this snake's establishment on both Réunion (by 1840, based on testimony taken in 1839 - Cheke 1987) and mainland Mauritius (before 1873 - Daruty de Grandpré 1883) coincides with the extinction of <em>Gongylomorphus </em>skinks on both islands.&#160;Musk Shews (<em>Suncus murinus</em>), have been observed preying on Mauritian <em>Gongylomorphus</em>&#160;(Cole 2011), and this invasive species probably contributed to the historical decline (M. Sanchez pers. comm. 2020).&#160;<em>Gongylomorphus fontenayi&#160;</em>survives on the Mauritian mainland only in an area where Wolf Snake and shrew densities are low (Jones 1993, Cheke and Hume 2998).","This species is reported as having once been abundant in some areas of&#160;Réunion, from which it was last reported in 1839 (Austin&#160;<em>et al. </em>2009). Its extinction has been attributed to the introduction of the Wolf Snake <em>Lycodon capucinus</em>, which is known to have been ""well-established""&#160;on the island by 1840 (Austin&#160;<em>et al. </em>2009).",,This species was endemic to&#160;Réunion (Austin<em> et al.</em> 2009).,"There is no use of or trade in this species, which is extinct.",Terrestrial,"No conservation measures are possible for this skink, which was last observed in 1839 and is considered to be extinct.",Afrotropical,1839,false,false,Global
17023949,17023550,Leiolopisma ceciliae,Extinct,,2019,2019-02-19 00:00:00 UTC,3.1,English,"Listed as Extinct on the basis that this large skink is known only from subfossil remains and appears to have become extinct more than 300 years ago, but possibly after 1500 AD.",There is no information on the ecology of this species or any other member of its genus. It is presumed that it occurred in most coastal areas and semi-xeric forest on the island's east coast (Probst 1998).,"Nothing is known of the causes of this species' extinction, although molecular clock data indicates that it survived a ""catastrophic"" volcanic eruption 180,000-200,000 years ago (Arnold and Bour 2008). None of the three recognized <em>Leiolopisma </em>species is reported in historical accounts from Mauritius or Réunion, and it has been suggested that the extinction of the Mauritian species followed the introduction of rats to Mauritius (Arnold and Bour 2008). Probst (1998) and Arnold and Bour (2008) propose that this may also have been the case for <em>L. ceciliae</em>, which would date the species' extinction later than 1670 (when <em>Rattus rattus </em>was first reported from the island). Probst (1998) suggests that cats may also have preyed on this species if it was still extant when these were introduced to the island.","This species is known only from subfossil remains. No historical reports of this species exist; as a large and presumably conspicuous skink, this suggests it has been extinct for at least 300 years.",,This species is known from subfossil remains and DNA sequences from La Réunion.,"There is no use of or trade in this species, which is extinct.",Terrestrial,"No conservation actions can be proposed. No population is known to be extant; as this is a large skink found on an island which has had a human population for more than 300 years it can confidently be considered extinct. Three weeks of intensive surveys on Réunion in 2013 focused on skinks and&#160;<em>Nactus&#160;</em>geckos (M. Sanchez, C. Raxworthy, J.-M. Probst and S. Caceres unpubl. data) failed to record a surviving population.",Afrotropical,post-1550,false,false,Global
17432636,17432631,Phelsuma edwardnewtonii,Extinct,,2021,2020-01-28 00:00:00 UTC,3.1,English,"Listed as Extinct on the basis that this species has not been recorded since the early 20th century despite recent intensive surveys and, as a once-conspicuous species that had already become rare by the late 19th century, there is no reasonable doubt that this species is now extinct.","This diurnal species was brightly coloured, as summarized from historical accounts by Vinson and Vinson (1969): in life, the dorsal colour was bright green with multiple bright blue spots, having a yellow ventral surface and deeper yellow throat, light brown markings around the eyes of preserved specimens may have been red in life (Vinson and Vinson 1969). Historical accounts describe how they could rapidly change colour from the vibrant green to black (Vinson and Vinson 1969). The geckos were reported to measure 20 to 27 cm in total length (Vinson and Vinson 1969), with museum specimens ranging in size from 155 to 207 mm in total length, with snout to vent lengths of 85 to 108 mm (Vinson and Vinson 1969, Bour et al. 2014). The tooth morphology suggests that the species was primarily frugivorous (N. Arnold pers. obs. in Austin <em>et al. </em>2014). Historical accounts state that they consumed the fruit of palm trees, flies and other insects and had a liking for palms, but would venture into buildings, onto roofs and were very tame (Vinson and Vinson 1969, Austin <em>et al. </em>2014, Cheke and Hume 2008). Natural predators that were recorded by early visitors to Rodrigues consisted of the now extinct Rodrigues Night Heron (<em>Nycticorax megacephalus</em>) and Rodrigues Owl (<em>Mascarenotus murivorus</em>)&#160;(Vinson and Vinson 1969, Cheke and Hume 2008).","This gecko species is likely to have become extinct as a result of predation by introduced rats that were present on the main island by the late 1600s, and possibly cats introduced between 1725 and 1761 to control rat populations (Vinson and Vinson 1969, Cheke and Hume 2008). By the late 1800s, when the geckos were scarce or had already possibly become restricted to the islets, much of the forests had gone (Cheke and Hume 2008). It is therefore likely that habitat loss was a contributory factor, although when recorded in abundance on Ile aux Foux in the late 1700s, there was virtually no vegetation and the geckos would take refuge in rock crevices (Vinson and Vinson 1969).","This species is extinct. Only seven preserved specimens are known, six of which are in museums (Bour <em>et al</em>. 2014), in addition to numerous sub-fossil bones from approximately 100 individuals (Austin <em>et al</em>. 2004). The species survived for longer than other endemic lizards on Rodrigues, none of which are extant. Until 1795, it was still abundant on the main island and was probably found on several of the 21 offshore islets, but the only islet from which it was confirmed as being present is Ile aux Fous (0.33 ha), where it was recorded in great numbers by Pingré in 1761 (Vinson and Vinson 1969, Bour <em>et al.</em> 2014). In the late 1700s, Philibert Marragon observed that fewer geckos were encountered in winter compared to summer (Vinson and Vinson 1969). In 1874, they could not be found on the mainland and two specimens collected in 1884 were thought to have been from one of the islets (Vinson and Vinson 1969). The last two geckos - collected by Etienne Thirioux in 1917 - were also thought to have been from an islet (Vinson and Vinson 1969). Targeted surveys for a surviving populations on the mainland and islets were undertaken in the 1960s and again in 2013 without success (Vinson and Vinson 1969, Cole <em>et al</em>. 2013, Jean-Baptiste 2013).",,"This species was known only from Rodrigues, a remote, autonomous island within the territory of Mauritius, and at least one of its offshore islets.","There is no use of or trade in this species, which is extinct.",Terrestrial,"No conservation measures are possible for this species, which is extinct. The species is listed in CITES Appendix II.",Afrotropical,1917,false,false,Global
19005895,787,Alburnus akili,Extinct,,2014,2013-03-18 00:00:00 UTC,3.1,English,This species was endemic to Lake Beysehir in Turkey. The species declined after the introduction of Pikeperch into the lake in 1955. Overfishing also contributed to declines. It is now Extinct.,This was a lacustrine open water species.,"The introduction of&#160;<em>Sander lucioperca</em>&#160;(in 1955) appears to be the main reason for the extinction of this species. Overfishing also contributed to declines and if any individuals had survived, it is likely that alien&#160;<em>Alburnus escherischii</em>&#160;would have hybridized with the native species.",This species is now Extinct.&#160;The extinction is thought to have happened after the 1950s but the actual date of extinction cannot be identified due to the introduction of&#160;<em>A. escherischii</em>&#160;into the lake and the potential identification&#160;of this alien species as the native one.,,"This species was restricted to the Lake Beysehir in Central Anatolia, Turkey.",This species was of local commercial importance as a food fish.,Freshwater (=Inland waters),It is too late for any conservation actions to be implemented for this species.,Palearctic,post 1950s,false,false,Global
19006085,1848,Anatolichthys splendens,Extinct,,2014,2013-03-12 00:00:00 UTC,3.1,English,"This species was known from Lake Gölçük, west of Isparta, Turkey. The species was already Extinct by the 1980s (its exact date of extinction is unknown) due to the affects of introduced non-native fishes. Many surveys have taken place and the species has not been found.",This was a lacustrine species inhabiting one&#160;mountain&#160;lake.,The species vanished due to alien species&#160;invasion. Alien species were stocked to&#160;improve&#160;fisheries.,There are no more population trends as this species is Extinct.,,"The species was known from Lake Gölçük, west of Isparta. The species was already extinct in the 1980s (its exact date of extinction is unknown).",,Freshwater (=Inland waters),No more conservation needed as the species is Extinct.,Palearctic,1970s,false,false,Global
19007061,40747,Pseudophoxinus handlirschi,Extinct,,2014,2013-03-18 00:00:00 UTC,3.1,English,"This species was restricted to Lake Egirdir, Turkey. Its main threat was the alien invasive predator, Pikeperch (<em>Sander lucioperca</em>). No individuals have been found since the 1980s despite intensive field work (F. Kücük, pers. comm.). It is therefore assessed as Extinct.",It was a pelagic lacustrine species restricted to the lake itself.,The introduction of Pikeperch (<em>Sander lucioperca</em>) is believed to be the reason for the extirpation of the species.,"The species is Extinct.&#160;No individuals have been found since the 1980s despite intensive field work (F. Kücük, pers. comm.).",,"This species was restricted to Lake Egirdir in Central Anatolia, Turkey.",,Freshwater (=Inland waters),It is too late for any conservation actions to be implemented for this species.,Palearctic,1980,false,false,Global
19032197,17874,Pogonichthys ciscoides,Extinct,,2013,2012-08-04 00:00:00 UTC,3.1,English,"This species is listed as Extinct because it has not been documented since 1970, despite adequate surveys.",Adults were pelagic in the lake; littoral when young. Spawning occurred in gravel riffles in streams tributary to Clear Lake.,"This species' population declined precipitously in the 1940s, probably due to reduced water flow caused by irrigation methods, and increase in bluegill population (Moyle 1976); and possibly also due to applications of pesticides (Miller <em>et al</em>. 1989).","No occurrences, subpopulations, or locations for this species remain today.",,"This species' range included Clear Lake and its tributary streams, Lake County, California. Evidently it is now Extinct. It was last collected in 1970.",This species was not utilized.,Freshwater (=Inland waters),This species is extinct.,Nearctic,1970,false,false,Global
19222798,19018670,Alburnus nicaeensis,Extinct,,2014,2013-01-29 00:00:00 UTC,3.1,English,"The species was only known from Lake Iznik basin, Turkey. This species has not been found since the late 20<sup>th</sup> century despite several intensive studies on Lake Iznik (1996-2003), the only known habitat of this species. The species is now Extinct most likely due to alien species invasion which were stocked into the lake to&#160;improve&#160;fisheries&#160;yields.","It was a pelagic, lacustrine species which most likely spawned in lake tributaries.",The species most likely because Extinct due to alien species (<em>Atherina boyeri</em>) invasion which were stocked into the lake to&#160;improve&#160;fisheries&#160;yields.,"The species has not been recorded since the late 20<sup>th</sup> century, most likely due to alien species invasion in the lake. It is now considered Extinct, as the species has not been found in fishermen's catches or in several intensive studies on Lake Iznik (1996-2003).",,"<p><span lang=""en-GB"">The species was only known from Lake Iznik basin, Turkey.</p>","This species was of commercial interest for fisheries but as it has vanished, fishermen now harvest alien species.",Freshwater (=Inland waters),It is too late for conservation efforts to be implemented for this species as it is now Extinct.,Palearctic,late 20th century,false,false,Global
20887241,18384,Prototroctes oxyrhynchus,Extinct,,2014,2014-07-10 00:00:00 UTC,3.1,English,"The New Zealand Grayling (<em>Prototroctes oxyrhynchus</em>) is assessed as Extinct. It was endemic to New Zealand, where it  was widely distributed in lowland rivers and streams throughout the  North and South Islands. It was abundant at the time of European settlement  in the 1860s, but population decline was noted by the late 1870s. The species' disappearance continued  rapidly and, by the 1920s the species was known to exist only in some  streams in the east Cape, Wairarapa and Otaki districts in the North  Island, and on the West Coast of the South Island. Even in these areas,  it had undergone significant rapid decline and specimens were rarely  encountered. In the early 1930s a specimen, possibly the last, was brought to  the British Museum, however, the origin and date of collection were not  noted. The New Zealand Grayling was an amphidromous species, which migrated up rivers in large shoals in late summer, spent the autumn  and early winter up-stream (perhaps spawning), then disappeared again  in early spring, presumably returning to the sea. It was an important fishery species to New Zealand's indigenous Maori and vast numbers were caught using a  variety of techniques including net, weir traps and drive fishing. The  roe of this species was also consumed. The demise of the New Zealand Grayling was possibly due to a combination of  factors including over-exploitation by early settlers, the deterioration  of the freshwater habitat through the clearance of forest cover  resulting in increased light penetration and raised water temperature  and the impact of invasive salmonids. Although it is unlikely that any targeted surveys to look for this species have occurred in the last couple of decades, drift diving (a widely conducted method to survey for trout) in clear lowland rivers (prime Grayling habitat) would be an ideal way to record this species, but there have been no sightings.","The New Zealand Grayling was an amphidromous species, inhabiting freshwater, brackish and marine environments, including rivers, streams, at the mouths of tributary streams and in quiet backwaters. Formerly, they migrated up rivers in large shoals in late summer, spent the autumn and early winter up-stream (perhaps spawning), then disappeared again in early spring, presumably returning to the sea. Spawning apparently occurred in freshwater streams and hatched larvae made their way downstream to the sea where they remained until maturity and returned to freshwater spawning areas (Baillie and Groombridge 1996, Radway-Allen 1949).","The extinction of this species was possibly due to a combination of factors including over-exploitation by early settlers, the deterioration of the freshwater habitat through the clearance of forest cover resulting in increased light penetration and raised water temperature and the impact of invasive salmonids (Baillie and Groombridge 1996, McDowall 2010).","This species&#160;was abundant at the time of European settlement in the 1860s, but population decline was noted by the late 1870s. Hector (1871) reported of immense and conspicuous shoals ascending the Hutt River (southern North Island) in January. Apparently, however, signs of decreasing numbers were evident soon afterwards. The disappearance of the fish from the Waikato River (North Island) was noted to have occurred in 1874. In 1878, Rutland (who studied the species in the Nelson and Marlborough district, South Island), noted that in the Maitai River (n the north of the South Island) it had 'become very scarce during the past three years'. This disappearance continued rapidly and, by the 1920s the species was known to exist only in some streams in the east Cape, Wairarapa and Otaki districts in the North Island, and on the West Coast of the South Island. Even in these areas, it had undergone significant rapid decline and specimens were rarely encountered. There are reports of this species being caught in the 1920s and in the early 1930s a specimen (possibly the last), was brought to the British Museum, however, the origin and date of collection were not noted (Baillie and Groombridge 1996, McDowall 2010, Best 1929, Radway-Allen 1949).",Unknown,"The New Zealand Grayling (<em>Prototroctes oxyrhynchus</em>) was endemic to New Zealand, where it was widely distributed in lowland rivers and streams throughout the North and South Islands (Baillie and Groombridge 1996, McDowall 2010).","This was an important fishery species to New Zealand's indigenous Maori prior to European settlement and vast numbers were caught using a variety of techniques including net, weir traps and drive fishing. The roe of the grayling was also consumed (Best 1929).",Freshwater (=Inland waters)|Marine,,Australasian,1930s,false,false,Global
21424260,6862,Dryophthorus distinguendus,Extinct,,2014,2014-01-01 00:00:00 UTC,3.1,English,This species is assessed to be Extinct. It was common on several Hawaiian islands in 1926 but has not been located since 1961. The cause of extinction is not known but may include invasive species and habitat degradation.,It was probably associated with tropical forest but is now extinct.,The species is thought to be extinct. It was reported to be common in 1926 but has not been recorded since 1961. The threats it faced have not been identified but probably included habitat degradation and invasive species.,This species is extinct.,,<p>This species was originally described from Hawaii where it was “found on nearly all the islands of the group”. It has not been recorded since 1961 and is thought to be extinct.</p>,,Terrestrial,No conservation actions were put in place before this species went extinct.,Oceanian,1961,false,false,Global
21424379,15144,Oodemas laysanensis,Extinct,,2014,2014-01-10 00:00:00 UTC,3.1,English,This weevil was restricted to Laysan island. It was last recorded in 1964 and is thought to be extinct. Extinction was probably due to extensive habitat degradation.,No details on the species habitats and ecology are known. Laysan island was a partly wooded island with diverse habitat but this has been extensively degraded by introduced rabbits and plants.,"The species is extinct, probably as a result of decades of habitat degradation caused by introduced rabbits and plants.",This species is extinct.,,"This species was recorded only from Laysan island, Hawaii, where it was last seen in 1964.",,Terrestrial,Laysan island is managed as a conservation area but the beetle is already extinct.,Oceanian,1964,false,false,Global
21424429,19724,Rhyncogonus bryani,Extinct,,2014,2014-01-10 00:00:00 UTC,3.1,English,<p>This weevil was only found in 1911. Introduction of rabbits to Laysan island in 1909 resulted in the rapid destruction of the flora and the extinction of the weevil (Gagné &amp; Cuddihy 1990)</p>,"When this species was extant, Laysan island was a diverse scrub, grass and wooded island.",<p>This species is now extinct as a result of habitat destruction due to grazing by introduced rabbits.</p>,It is extinct.,,"<p>This species was restricted to Laysan island, Hawaii where it is now extinct.</p>",,Terrestrial,Laysan island is a protected area but this beetle is already extinct,Oceanian,1911,false,false,Global
21425735,11073,Labidura herculeana,Extinct,,2014,2014-08-22 00:00:00 UTC,3.1,English,"This is the world’s largest known earwig, attaining a length of up to 80 mm. A total of 40 specimens were collected from the Horse Point area during the two Belgian expeditions from the Royal Museum for Central Africa in 1965-6 and 1967 (Brindle 1970). Live specimens were not found at any other sites at this time although they reported fragments of dead individuals from the south and east flanks of Flagstaff. There are a couple of unconfirmed records that the species was present after this time and it was thought to be declining. Two expeditions were conducted by Paul Pearce-Kelly from the London Zoo in 1988 and 1993, however, they failed to find any trace of the species. Recent intensive survey work in the 1990s and 2000s by Philip and Myrtle Ashmole failed to locate the species in this or nearby areas (Ashmole and Ashmole 2003). Howard Mendel from the Natural History Museum in London also failed to find it during a visit with the Ashmoles in 2005-6. The habitat at Horse Point has been degraded as far as this species is concerned since the time of the Belgian expeditions by the removal of nearly all surface stones, under which specimens were then found, for construction purposes. There has also been potential increased predator pressure from mice and rats, and probably also from invasive non-native predatory invertebrates including spiders and the centipede <em>Scolopendra morsitans</em>&#160;Linnaeus, 1758. The only possible evidence that this species may have persisted beyond the time of the Belgian expeditions has been the discovery of fragments of dead individuals. A sub-fossil forcep and ninth abdominal tergite was found with bird bones in 1995 near Prosperous Bay. Two further ninth abdominal tergites have been recovered since. The first was found under a discarded piece of equipment in the centre of Horse Point Plain in 2013; the second in a small area at the Millennium Forest in 2014 where some remaining surface rock is present. However, this second fragment was found in a concentration of invertebrate remains in the lair of a predatory spider. As all of these remains are fragmentary and the insect itself relatively robust with remains persisting potentially for many decades it has to be assumed that these specimens had been dead for a considerable time. The species is large, charismatic and of iconic status on the island; while there is still a slim possibility that it may still persist in some remote location, the balance of evidence points towards the species being extinct. The last confirmed adult sighting was in May 1967.","The species is xerophilus and nocturnal. At Horse Point the species was mostly found in burrows beneath stones with the adults appearing during the summer rains (December to February), seeking shelter again at the onset of drier weather (Brindle 1970). The burrows extended for a considerable distance and eventually become lost in fissures in the soil. When disturbed the adults tried to escape by running into these burrows. Mating was observed twice on 22/12/1965 and 1/2/1967 and a females with eggs were observed on 8/3/1967 and 24/3/1967. It is possible that in the past the species also inhabited bird colonies as indicated by its presence as a sub-fossil with bird bones.","<p>There has been a general decline in habitat quality and an increase in the number of invasive non-native predators including rats, mice, spiders and the centipede <em>Scolopendra morsitans</em>&#160;Linnaeus, 1758. Habitat has also been altered in the past due to removal of surface stones for building.</p>",No live specimens have been found since 1967.,Unknown,<em>Labidura herculeana</em> is endemic to the island of St Helena in the South Atlantic Ocean and its last known sites are restricted to the Eastern Arid Area. The only known site where live adults have been found is Horse Point Plain. Fragments have also been found at the lowest end of the Millennium Forest adjacent to Horse Point Plain and at a sub-fossil bird bone deposit in the hinterland behind Prosperous Bay and in the past on the south and east flanks of Flagstaff.,,Terrestrial,A watching brief should be maintained for this species.,Afrotropical,May 1967,false,false,Global
21514465,21460734,Hirstienus nanus,Extinct,,2014,2012-12-01 00:00:00 UTC,3.1,English,"This species has not been recorded since 1908 despite extensive searches of potentially suitable habitat. Therefore, it is assessed as Extinct.<em></em>",There is no data on the habitats and ecology of <em>Hirstienus nanus</em>&#160;but is was probably collected from woodland habitat.,"The habitats that this species probably occurred in are deteriorating due to the effects of invasive plant species, especially <em>Cinnamomum verum.</em>",This species is assumed to be extinct as it has not been recorded since 1908 despite extensive searches in potentially suitable areas.,,This species was endemic to the Seychelles island of Mahe where it was recorded from an imprecise locality in 1908.,,Terrestrial,No conservation actions were taken.,Afrotropical,1908,false,false,Global
